PostCommentID,Post Created-Time,Post Keyword,Post Message,Post Attachment,Comment Created-Time,Comment UserName,Comment UserID,Comment Message
121580125458_10158035689530459_10158035930575459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T11:55:26+0000,Uwe Stahl,1277314395658210_,Schauen wir mal gespannt was der noch alles so macht ! Und wie lange es die USA mitmachen.......
121580125458_10158035689530459_10158035943805459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T12:02:33+0000,Franz Pfuff,246267429181123_,"Hallo Ihr mit Harz 4, versucht mal eine green card zu bekommen."
121580125458_10158035689530459_10158035957600459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T12:05:23+0000,Hilde Hollinger,1842628022617879_,"Red Bull verleiht Flüüüüügel. --- Trump schreibt US-Geschichte, soviel ist sicher. Ich hoffe, seine 'Regentschaft' endet schnell, meinetwegen auch PLÖTZLICH. ?"
121580125458_10158035689530459_10158035962095459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T12:06:42+0000,Bernd Gilles,1469849129722177_,
121580125458_10158035689530459_10158035972840459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T12:09:45+0000,Bernd Gilles,1469849129722177_,Wenn ich den sehe denke ich immer an Lincoln und Kennedy ..... komisch ? ?
121580125458_10158035689530459_10158035982515459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T12:13:13+0000,Klaus Mayer,1163021710471600_,Endlich ist er da . Schön für die deutschen Medien und ihrer Reporter - Experten . Super Berichterstattung aus dem Ausland ... war oder nicht war ... Meine Grüße gehen nach Amerika ....
121580125458_10158035689530459_10158036048455459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T12:31:37+0000,Thies Nordmann,1396414097044108_,vieles ist quatsch und überzogen über richtet sich gegen die falschen.....DAS nicht!
121580125458_10158035689530459_10158036048670459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T12:31:40+0000,Franz Pfuff,246267429181123_,"Was will Trump eigentlich, seit dem Vietnamkrieg finanziert die CIA alle, die der USA helfen, ob in unseren Augen richtig oder falsch, Afghanistan, den Drogenschmuggel und noch viele Dinge mehr. Jetzt macht er auf gut Freund zu den Ländern, die für Ihn billiges Erdöl oder Gas ins Land bringen. Hat er auch keine deutschen Autos in seinem Fuhrpark? Keinen Italiener, nur amerikanische Sportwagen? Heuchler pur, das kann er. Nur der eigene Profit ist wichtig, nicht sein Volk."
121580125458_10158035689530459_10158036093480459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T12:44:49+0000,Maurice Tietgen,2142436515982198_,Sonny De Vito Martin Lange ich kotze gleich
121580125458_10158035689530459_10158036114335459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T12:49:34+0000,Philippa Gantert,1710137812335939_,Annabelle Kastens ob du wohl noch rein darfst?
121580125458_10158035689530459_10158036122325459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T12:52:14+0000,Björn Peter Arthur Wiese,1177238825645125_,"Bin dafür das wir amerikanische politische Flüchtlingen helfen und México, Lateinamerika und ganz Südamerika noch mehr unterstützten."
121580125458_10158035689530459_10158036124770459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T12:52:50+0000,Marcus Weitz,1167727243334741_,Richtig so !!!!! Ein Mann der zu seinem Land steht und nichts anderes ....
121580125458_10158035689530459_10158036133780459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T12:55:08+0000,Wolfgang Petersilie,1340576982654368_,In diesem Punkt hat er recht und könnte europäischen Staaten als Vorbild dienen
121580125458_10158035689530459_10158036136225459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T12:55:42+0000,Carsten Hans Koch,1389420234484086_,Darüber lässt sich streiten !
121580125458_10158035689530459_10158036146325459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T12:58:01+0000,Marcus Weitz,1167727243334741_,Michael Potthast aus welchen grund sollte er Rassist sein erzähl mal ....
121580125458_10158035689530459_10158036161305459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T13:02:28+0000,Justin Weiher,1808077466117574_,Diese Kommentare immer o.o
121580125458_10158035689530459_10158036165350459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T13:04:39+0000,Hartmut Schneider,1191294077584825_,"Saudi-Arabien ist nicht dabei. Ein Schelm, wer Böses dabei denkt!"
121580125458_10158035689530459_10158036180700459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T13:11:12+0000,Michael Oehlschläger,789582037856994_,"Hallo du idiotischer STROHKOPF, auch deine Vorfahren sind in die Staaten eingereist und haben sich leider vermehrt."
121580125458_10158035689530459_10158036205615459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T13:22:17+0000,Kevin Eroglu,1450789511608533_,"Wenn er so weiter macht, macht er nicht mehr lange"
121580125458_10158035689530459_10158036213165459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T13:25:38+0000,Ulrike Schulze,641163726068267_,"Wenn ich das Bild von dem Mann sehe fällt mir eigentlich nur der Slogan ""Freiheit für Melanie"" ein. Voll am Thema vorbei, sorry dafür?"
121580125458_10158035689530459_10158036362835459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T14:00:31+0000,Jutta Löcker,1329479310493674_,
121580125458_10158035689530459_10158036404085459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T14:16:00+0000,Ömer Tastan,1173105412798043_,Jonathan Heintze Thomas ProzelSimon BoegeJanos Conzen donaldo lässt omar net rein jk hahaha
121580125458_10158035689530459_10158036408250459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T14:16:50+0000,Birgit Mariana Strunk,10201807825194874_,
121580125458_10158035689530459_10158036468395459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T14:27:01+0000,Hammeier Jörg,10208451078211468_,Da freut sich sein Golfclub vor Dubai's Küste...
121580125458_10158035689530459_10158036475000459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T14:27:53+0000,Alexandra Hjertebæk,1467798996584920_,Man wartet ungeduldig auf das Eintreffen des Abendblatt-Praktikanten in diesem Tollhaus.
121580125458_10158035689530459_10158036538450459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T14:38:27+0000,Annette Schlümer,10212195228622133_,Hoffe das die Ambtszeit diese Typen sehr begrenzt sein wird !
121580125458_10158035689530459_10158036551760459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T14:44:39+0000,Axel Jürgens,1157666030998354_,"Das Einreiseverbot kann ich nachvollziehen. Man muss trotz auch vernünftiger Muslime einfach einsehen, dass sich unsere Kulturen nunmal nicht vertragen. Seine Klimaschutzverachtung ist weitaus gravierender."
121580125458_10158035689530459_10158036560550459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T14:48:11+0000,Nicole Knaack,1648391628787527_,"Hat ihm schon mal jemand gesagt, dass die Flügel"
121580125458_10158035689530459_10158036585715459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T14:54:25+0000,Niloufar Vadiati,10155184732237141_,"Ich bin Iranerin und ich kenne mindestens zwei iranische Freunde, die in den USA wohnen und die aus den USA für einen Urlaub ausgereist waren. Sie wurden einfach an der Grenze von heute angehalten! Das ist einfach verrückt! Ihre Wohnung, ihr Leben ist da! Da es sich um eine ""Presidential Executive Order "" handelte, führte das US-Außenministerium dies sofort durch! Ohne Vorwarnung und ganz plötzlich. Ich weis von Leuten, die jetzt im Flugzeug sitzen! Unglaublich! So viele Familien gehen auseinander! Das ist so weit weg von der Menschlichkeit! Diese Leute beschlossen, in den USA zu leben und entkamen der iranischen Regierung. Außerdem gibt es überhaupt keinen Zusammenhang zwischen den Anschlägen von 911 oder anderen Anschlägen mit den Ländern, die auf der schwarzen Liste stehen. Sämtliche Länder, die mit Anschlägen in Zusammenhang stehen, wurden nicht auf die Liste gesetzt."
121580125458_10158035689530459_10158036634965459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T15:02:26+0000,Natascha Lalor,10154126168720222_,"Funny photo, looks like he has eagle-winged-ears ?"
121580125458_10158035689530459_10158036716150459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T15:23:22+0000,Axel Jürgens,1157666030998354_,"Hamburger Abendblatt: Man muss immer erst selbst Opfer werden, um ein Einsehen zu haben. Und alles Andere als Anschläge wird und muss natürlich ignoriert werden."
121580125458_10158035689530459_10158036855945459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T15:44:43+0000,Axel Jürgens,1157666030998354_,"Kein Tierheim würde Hunde und Katzen in den selben Käfig stecken. Obwohl das oftmals gut geht. Aber nicht immer. Das Abendblatt selbst hat doch neulich aufgezeigt, 43,4 % der Verbrechen von Ausländern begangen werden. Die mit Migarationshintergrund nicht mitgerechnet. Und das ist die mit Abstand grösste Gruppe. Es geht nunmal einfach nicht. Und das müssen wir akzeptieren."
121580125458_10158035689530459_10158036862405459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T15:45:45+0000,Fátima Santos,1319691898115384_,Kkkkkkkkkkkkkkkkkkkkk
121580125458_10158035689530459_10158036866340459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T15:46:26+0000,Patrick Steinborn,10155255301354486_,Und müssen bald alle Muslime einen Halbmond sichtbar auf der Kleidung tragen? ?Der Anfang vom Ende...
121580125458_10158035689530459_10158036963665459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T16:03:03+0000,Dominique von Meinung,10212619265226152_,Louisa Bollongino
121580125458_10158035689530459_10158036994800459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T16:06:57+0000,Claudia Wolf,1245040685572151_,"Mit dem Verhalten schützt er Amerika nicht vor Terror,er züchtet ihn!Mal sehen,wanns knallt!"
121580125458_10158035689530459_10158037016515459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T16:11:53+0000,Axel Jürgens,1157666030998354_,Na klar. Alles Irrtümer und nahezu immer deutsche Straftäter. ?  Vielleicht solltet ihr zur taz wechseln.
121580125458_10158035689530459_10158037237585459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T17:01:04+0000,Dieter Rathke,1331300876890696_,"Mauerbau, aussperren von Ausländern. Klinkt wie der Mauerbau in Berlin. Der ""Imperialistische Schutzwall"".das hat schon mal nicht funktioniert. Denn Menschen aussperren heißt auch auf der anderen Seite Menschen einsperren."
121580125458_10158035689530459_10158037515055459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T18:27:24+0000,Rainer Schubert,1850486248530146_,Deutschland (Merkel) macht das Gegenteil und hat jetzt die Folgen zu tragen!
121580125458_10158035689530459_10158037659930459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T19:14:42+0000,Anna Köhne,1270123449677770_,Dauert nicht mehr lange und er wird erschossen
121580125458_10158035689530459_10158037726070459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T19:38:55+0000,Udo Kreft,1805507259690832_,1928 haben wir Deutschen den gleichen Fehler begangen diesmal die Amerikaner!!??
121580125458_10158035689530459_10158038419220459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-28T22:35:25+0000,Rüdiger Marx,1186553964789918_,Absolut
121580125458_10158035689530459_10158038952670459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-29T00:59:31+0000,Horst Grein,830175717131886_,Und warum Amerika - Deutschland ist das ideale Land für alle Ausländer!
121580125458_10158035689530459_10158039460970459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-29T03:41:17+0000,Turg Fethi,1411248105600241_,Tötet es bevor es sich verbreitet
121580125458_10158035689530459_10158040538395459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-29T11:52:22+0000,Günther Jacob,182375108901493_,"hätten wir es auch gemacht, hätten wir viele Probleme weniger."
121580125458_10158035689530459_10158040940380459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-29T13:34:31+0000,Moni Do,477193599145723_,????
121580125458_10158035689530459_10158044684225459,2017-01-28T09:41:52+0000,Ausländer,"Donald Trump sperrt massenweise Ausländer aus den USA aus. Zum Schutz vor Terror, sagt der Präsident. Es trifft viele Unschuldige.",US-Präsident Trump verhängt Einreisestopp für viele Muslime,2017-01-30T08:23:41+0000,Michael Fock,1161856213851948_,Können doch am Flughafen schnell konvertieren ?????
121580125458_10158023871290459_10158023882500459,2017-01-25T19:29:05+0000,Grenze,"Donald Trump hat damit begonnen, sein zentrales Wahlkampfversprechen einzulösen. Wieso das Dekret zum Mauerbau allein noch nicht viel heißt.",Trump erlässt Dekret für Mauerbau an Grenze zu Mexiko,2017-01-25T19:31:18+0000,Michael Stade,298070080625510_,"Vielleicht sollte Deutschland auch darüber bachdenken, eine Mauer zu errichten, um die Flüchtlinge zu verhindern. Aber erst, wenn alle Verrückten ausgewiesen worden sind."
121580125458_10158023871290459_10158023894095459,2017-01-25T19:29:05+0000,Grenze,"Donald Trump hat damit begonnen, sein zentrales Wahlkampfversprechen einzulösen. Wieso das Dekret zum Mauerbau allein noch nicht viel heißt.",Trump erlässt Dekret für Mauerbau an Grenze zu Mexiko,2017-01-25T19:34:17+0000,Andreas Häfner,10211544029825274_,Läuft bei Donald ?
121580125458_10158023871290459_10158023894820459,2017-01-25T19:29:05+0000,Grenze,"Donald Trump hat damit begonnen, sein zentrales Wahlkampfversprechen einzulösen. Wieso das Dekret zum Mauerbau allein noch nicht viel heißt.",Trump erlässt Dekret für Mauerbau an Grenze zu Mexiko,2017-01-25T19:34:26+0000,Wolfgang Lackinger,719909014828646_,"Ronald Reagan 1987(Berlin): ""Tear down this wall!"". Donald Trump 2017: ""We will build a wall!"". Die Zeiten ändern sich, aber nicht immer zum besseren. Trotzdem gilt: Wer Mauern baut, mauert sich auch selber ein."
121580125458_10158023871290459_10158023909370459,2017-01-25T19:29:05+0000,Grenze,"Donald Trump hat damit begonnen, sein zentrales Wahlkampfversprechen einzulösen. Wieso das Dekret zum Mauerbau allein noch nicht viel heißt.",Trump erlässt Dekret für Mauerbau an Grenze zu Mexiko,2017-01-25T19:38:02+0000,Dirk Röver,1194845673940479_,"Es wäre uns zu wünschen,  wenn bei uns mal jemand sagt ""Deutschland first""!"
121580125458_10158023871290459_10158023947695459,2017-01-25T19:29:05+0000,Grenze,"Donald Trump hat damit begonnen, sein zentrales Wahlkampfversprechen einzulösen. Wieso das Dekret zum Mauerbau allein noch nicht viel heißt.",Trump erlässt Dekret für Mauerbau an Grenze zu Mexiko,2017-01-25T19:45:18+0000,Charly Schu,375403542804777_,Maximilian
121580125458_10158023871290459_10158023963390459,2017-01-25T19:29:05+0000,Grenze,"Donald Trump hat damit begonnen, sein zentrales Wahlkampfversprechen einzulösen. Wieso das Dekret zum Mauerbau allein noch nicht viel heißt.",Trump erlässt Dekret für Mauerbau an Grenze zu Mexiko,2017-01-25T19:48:47+0000,Uwe Wegener,1381011141949641_,"Der einzige demokratische Staat im Nahen Osten,Israel hat auch eine Mauer.Warum wird da nicht überall ""aufgeheult""."
121580125458_10158023871290459_10158023967560459,2017-01-25T19:29:05+0000,Grenze,"Donald Trump hat damit begonnen, sein zentrales Wahlkampfversprechen einzulösen. Wieso das Dekret zum Mauerbau allein noch nicht viel heißt.",Trump erlässt Dekret für Mauerbau an Grenze zu Mexiko,2017-01-25T19:49:41+0000,Serdar Cetin,10206741618807671_,Jemand hat die Absicht eine Mauer zu bauen. ?
121580125458_10158023871290459_10158024013290459,2017-01-25T19:29:05+0000,Grenze,"Donald Trump hat damit begonnen, sein zentrales Wahlkampfversprechen einzulösen. Wieso das Dekret zum Mauerbau allein noch nicht viel heißt.",Trump erlässt Dekret für Mauerbau an Grenze zu Mexiko,2017-01-25T19:59:06+0000,Marcus Weickl,354643058244336_,Die Dunkle Seite der Macht ist erwacht.
121580125458_10158023871290459_10158024066335459,2017-01-25T19:29:05+0000,Grenze,"Donald Trump hat damit begonnen, sein zentrales Wahlkampfversprechen einzulösen. Wieso das Dekret zum Mauerbau allein noch nicht viel heißt.",Trump erlässt Dekret für Mauerbau an Grenze zu Mexiko,2017-01-25T20:09:02+0000,Simone Felgner,10207826272283571_,Mit dem Mund kann man viel Wind um  nichts machen und Papier ist sehr geduldig...Ich glaube es erst wenn diese Mauer auch tatsächlich steht. Der ganze Plan ist lächerlich. Wenn die Landesgrenze dicht ist weichen die Menschen auf den Seeweg aus.
121580125458_10158023871290459_10158024153115459,2017-01-25T19:29:05+0000,Grenze,"Donald Trump hat damit begonnen, sein zentrales Wahlkampfversprechen einzulösen. Wieso das Dekret zum Mauerbau allein noch nicht viel heißt.",Trump erlässt Dekret für Mauerbau an Grenze zu Mexiko,2017-01-25T20:19:11+0000,Mitja Tingel Engel,1250266758393874_,"Niemand hat die Absicht, eine Mauer zu errichten ! xD"
121580125458_10158023871290459_10158024190375459,2017-01-25T19:29:05+0000,Grenze,"Donald Trump hat damit begonnen, sein zentrales Wahlkampfversprechen einzulösen. Wieso das Dekret zum Mauerbau allein noch nicht viel heißt.",Trump erlässt Dekret für Mauerbau an Grenze zu Mexiko,2017-01-25T20:25:28+0000,Ole Matthes,1284288531634649_,Deutschland vor dem Abgrund...
121580125458_10158023871290459_10158024214085459,2017-01-25T19:29:05+0000,Grenze,"Donald Trump hat damit begonnen, sein zentrales Wahlkampfversprechen einzulösen. Wieso das Dekret zum Mauerbau allein noch nicht viel heißt.",Trump erlässt Dekret für Mauerbau an Grenze zu Mexiko,2017-01-25T20:29:15+0000,Thomas Graap,1215476855206490_,Jemand der mal seine Wahlversprechen einhält und nicht nach der Wahl das Volk verarscht.
121580125458_10158023871290459_10158024276850459,2017-01-25T19:29:05+0000,Grenze,"Donald Trump hat damit begonnen, sein zentrales Wahlkampfversprechen einzulösen. Wieso das Dekret zum Mauerbau allein noch nicht viel heißt.",Trump erlässt Dekret für Mauerbau an Grenze zu Mexiko,2017-01-25T20:39:53+0000,Marcus Weitz,1167727243334741_,Richtig so....
121580125458_10158023871290459_10158024371530459,2017-01-25T19:29:05+0000,Grenze,"Donald Trump hat damit begonnen, sein zentrales Wahlkampfversprechen einzulösen. Wieso das Dekret zum Mauerbau allein noch nicht viel heißt.",Trump erlässt Dekret für Mauerbau an Grenze zu Mexiko,2017-01-25T20:57:30+0000,Tomo Andic,702570289907970_,Wie nennt man in Israel gleich noch eine Mauer? Ach jaaaa Sperranlage!!!? #Heuchler!
121580125458_10158023871290459_10158024471175459,2017-01-25T19:29:05+0000,Grenze,"Donald Trump hat damit begonnen, sein zentrales Wahlkampfversprechen einzulösen. Wieso das Dekret zum Mauerbau allein noch nicht viel heißt.",Trump erlässt Dekret für Mauerbau an Grenze zu Mexiko,2017-01-25T21:18:10+0000,Michael Bradtke,1204530212935010_,Der handelt wenigstens im Gegensatz zu unserer Regierung die holen sich das elend lieber direkt ins Land statt auch die Grenzen zu zumachen
121580125458_10158023871290459_10158024473985459,2017-01-25T19:29:05+0000,Grenze,"Donald Trump hat damit begonnen, sein zentrales Wahlkampfversprechen einzulösen. Wieso das Dekret zum Mauerbau allein noch nicht viel heißt.",Trump erlässt Dekret für Mauerbau an Grenze zu Mexiko,2017-01-25T21:18:40+0000,Michael Bradtke,1204530212935010_,Hätten wir ihn nicht lieber bei uns haben können statt Merkel
